CpGmarker,CoefficientTraining,CoefficientTrainingShrunk,varByCpG,minByCpG,maxByCpG,medianByCpG,medianByCpGYoung,medianByCpGOld,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,TSS_Coordinate,Gene_Strand,Symbol,Synonym,Accession,GID,Annotation,Product,Marginal Age Relationship,chr.coord_hg19,H3K27ac,H3K4me3,H3K36me3,H3K27me3,H3K9ac,H3K4me1,H3K9me3,RNF2,EZH2,RNA,Replication_timing,LaminB1,Gene_body,CGI,Shore,Shelf,ChrHMM_state,ChrHMM_state_reann
cg09441152,-0.683075851,NA,0.002,0,0.94,0.042,0.044,0.041,80148,36,18,75813281,36.1,75812605,-,PQLC1,FLJ22378;,NM_025078.3,GI:34222340,go_function: electron transporter activity; go_process: electron transport,PQ loop repeat containing 1,negative,chr18:77712293,0.190404906812279,1.0607569175461,-0.183136507006631,-0.0221834714159846,0.672116709736448,0.538383042830885,-0.383245241572091,0.58860347672542,0.886105825426042,-0.384625577279236,61.0968894958496,2.97994384207113,No,Yes,No,No,2,Promoter
cg09509673,0.013745188,NA,0.016,0.032,0.98,0.85,0.83,0.86,2826,36,17,38087223,36.1,38087371,-,CCR10,GPR2;,NM_016602.1,GI:7705315,###############################################################################################################################################################################################################################################################,CC chemokine receptor 10,positive,chr17:40833697,-0.917405641076378,-0.749170699316256,-0.119617109268554,1.26610901211199,-0.723992762221052,0.266424704803622,-0.0614524648221845,-0.724676083177683,0.0661976030753178,-0.414329403600643,83.2161456367322,1.48511114251103,Yes,No,Yes,No,23,Bivalent promoter
cg09646392,-0.000417407,NA,0.049,0.017,1,0.39,0.42,0.36,10673,36,13,107719053,36.1,107719978,+,TNFSF13B,BAFF; BLYS; CD257; TALL1; THANK; ZTNF4; TALL-1; TNFSF20; delta BAFF;,NM_006573.3,GI:23510443,###############################################################################################################################################################################################################################################################,tumor necrosis factor (ligand) superfamily; member 13b,negative,chr13:108921052,0.104183824109307,-0.927106622562108,-0.383042226158841,-0.545392118781433,-0.824647160627948,-0.0515840980288901,0.634369296461068,-0.520810871059873,0.377141365408611,-0.375226810230148,40.0756797790527,-1.02908504046781,Yes,No,No,No,8,Weakly transcribed
cg09722397,-0.147296004,-0.002921084,0.0015,0,0.61,0.062,0.058,0.062,2905,36,17,70367538,36.1,70367602,-,GRIN2C,NR2C; NMDAR2C;,NM_000835.3,GI:55770853,###############################################################################################################################################################################################################################################################,N-methyl-D-aspartate receptor subunit 2C precursor,negative,chr17:72855943,-0.795990833948261,-0.350283285749276,-0.572118858174381,0.840486300726309,-0.909553471584147,-0.306818734591408,-0.714739171094328,-0.689522059610484,1.58255208382287,-0.429456221072508,72.9599456787109,1.65565062725274,Yes,Yes,No,No,23,Bivalent promoter
cg09722555,-0.346465927,NA,0.0035,0.087,0.98,0.9,0.91,0.88,10850,36,9,34652282,36.1,34652689,-,CCL27,ALP; ILC; CTAK; CTACK; PESKY; ESKINE; SCYA27;,NM_006664.2,GI:22165428,###############################################################################################################################################################################################################################################################,small inducible cytokine A27 precursor,negative,chr9:34662282,-0.305016414474764,-0.837147657825348,0.94917153912452,-0.575600872236132,-0.570780030983413,0.00184421784722033,-0.176779689720744,-1.01091840384857,-0.706154345257919,-0.360037927807614,71.7095947265625,0.674055643745649,Yes,No,No,Yes,17,Weak enhancer
cg09785172,-0.016561072,NA,0.0064,0,0.92,0.036,0.034,0.037,7466,36,4,6322559,36.1,6322478,+,WFS1,WFS; WFRS; DFNA6; DFNA14; DFNA38; DIDMOAD; WOLFRAMIN;,NM_006005.2,GI:13376995,###############################################################################################################################################################################################################################################################,wolframin,positive,chr4:6271658,-0.483510811042237,0.419122836909625,-0.120745698030273,-0.172162637466677,0.371797784109002,-0.292827411214392,-0.257735083946446,0.155709181573968,-0.383404739802405,-0.401517513216472,42.5183943750852,1.09146938478616,Yes,Yes,No,No,2,Promoter
cg09809672,-0.391318905,-0.189294522,0.042,0.0022,0.97,0.56,0.65,0.45,128178,36,1,234624305,36.1,234624303,+,EDARADD,,NM_080738.2,GI:22325373,###############################################################################################################################################################################################################################################################,EDAR-associated death domain isoform B,negative,chr1:236557682,-0.668923485094451,-0.760571131409788,-0.40735706896533,0.0249284635909791,-0.251474465062089,-0.396479319449502,0.159109612751101,0.413589881371345,0.0125464446185725,-0.316607015493572,41.7859328690907,-0.33286070767837,Yes,No,Yes,No,2,Promoter
cg09869858,0.066316642,NA,0.0013,0.027,0.98,0.93,0.93,0.93,8909,36,12,46406683,36.1,46405617,-,P11,PP11; MGC133268; PRSS26-PENDING;,NM_006025.2,GI:22209002,###############################################################################################################################################################################################################################################################,placental protein 11 precursor,positive,chr12:48120416,-0.786594903784947,-0.936048971059074,-0.16292837879087,-0.279938762612532,-0.77868196120165,-0.961892359620324,-0.732213807319112,-0.823138893055668,0.055612250930285,-0.429456221072508,81.2516809972444,0.264811713314177,No,No,No,No,25,Quiescent/low
cg09885951,0.095237498,NA,0.00081,0,0.82,0.032,0.031,0.032,1063,36,1,212843092,36.1,212843155,+,CENPF,CENF; PRO1779;,NM_016343.3,GI:55770833,centromere protein F (400kD); centromere protein F (350/400kD; mitosin); CENP-F kinetochore protein; AH antigen; cell-cycle-dependent 350K nuclear protein; go_component: chromatin; go_component: cytoplasm; go_component: kinetochore; go_component: spindle pole; go_component: nuclear matrix; go_component: nuclear envelope; go_component: outer kinetochore of condensed chromosome; go_component: outer kinetochore of condensed chromosome; go_component: outer kinetochore of condensed chromosome; go_function: dynein binding; go_function: chromatin binding; go_function: protein C-terminus binding; go_function: transcription factor binding; go_function: protein homodimerization activity; go_function: protein heterodimerization activity; go_process: mitosis; go_process: cell division; go_process: response to drug; go_process: cell proliferation; go_process: cell proliferation; go_process: kinetochore assembly; go_process: mitotic spindle checkpoint; go_process: metaphase plate congression; go_process: G2 phase of mitotic cell cycle; go_process: G2 phase of mitotic cell cycle; go_process: negative regulation of transcription; go_process: regulation of striated muscle development,centromere protein F (350/400kD),positive,chr1:214776469,-0.781375866122181,0.204780577970164,-0.453608837192799,-0.50054844120803,-0.32856961863629,-0.735859013508236,-0.506307019907687,1.02924779610426,0.398853280017186,-0.339525063068267,84.6473239698909,-0.00639510072148417,No,Yes,No,Yes,1,Active TSS
cg10045881,-0.046803147,NA,0.025,0.031,0.96,0.65,0.67,0.64,1117,36,1,111571814,36.1,111571804,+,CHI3L2,YKL39; YKL-39;,NM_001025197.1,GI:68533252,###############################################################################################################################################################################################################################################################,chitinase 3-like 2 isoform b,negative,chr1:111770291,-0.209777195705801,-0.25825420136721,-0.346316967101233,-0.548702973015318,-0.560058247219022,0.581994673145102,0.626011121810839,-0.178940840810873,-0.167558995047225,-0.356677519311724,55.7351875305176,-0.694276024247297,Yes,No,No,No,15,Active enhancer
cg10266490,-0.014675,NA,0.018,0,0.94,0.17,0.21,0.16,26027,36,1,54786297,36.1,54786489,+,ACOT11,BFIT; THEA; BFIT1; BFIT2; THEM1; STARD14; KIAA0707;,NM_015547.2,GI:25777708,###############################################################################################################################################################################################################################################################,thioesterase; adipose associated isoform BFIT1,negative,chr1:55013709,-0.74003732813563,-0.587562427760165,0.225604156301128,-0.311301873785113,-0.654521427522032,-0.254936239625161,-0.141198398951154,-0.407670362596301,-0.646237782432762,-0.439261680600165,66.0942535400391,2.35200090162099,Yes,No,No,No,17,Weak enhancer
cg10281002,0.468416918,0.644843308,0.0085,0,0.99,0.13,0.12,0.14,6910,36,12,113330782,36.1,113330630,-,TBX5,HOS;,NM_080718.1,GI:18201895,###############################################################################################################################################################################################################################################################,T-box 5 isoform 2,positive,chr12:114846399,-1.0012187748573,-1.00324239549001,0.834339654943081,1.61161276439949,-0.94874699215535,-0.626779866118496,0.459905455254533,-0.212660695411036,0.615511334373791,-0.419642557742483,54.7523340810267,1.63181884577427,No,Yes,No,Yes,23,Bivalent promoter
cg10345936,0.069971286,NA,0.0093,0.019,1,0.76,0.76,0.75,153201,36,5,150708005,36.1,150707312,-,SLC36A2,PAT2; TRAMD1; FLJ16051; MGC119658; MGC119660;,NM_181776.1,GI:32401452,proton/amino acid transporter 2; tramdorin; go_component: membrane; go_function: amino acid-polyamine transporter activity; go_process: amino acid transport,solute carrier family 36 (proton/amino acid symporter); member 2,negative,chr5:150727812,-0.823208705524846,-0.662772568324006,-0.565775457888675,0.285290617925875,-0.873420739823258,-1.00969722880639,0.0773290238179746,-0.500086563641229,0.00663688826108887,-0.41013236515889,62.7188377380371,-0.683845445063312,No,No,No,No,24,Repressed polycomb
cg10376763,-0.115358177,NA,0.0078,0.0057,0.99,0.91,0.9,0.92,7141,36,2,217432608,36.1,217433027,-,TNP1,TP1;,NM_003284.2,GI:34850064,###############################################################################################################################################################################################################################################################,transition protein 1 (during histone to protamine replacement),positive,chr2:217724363,-0.812991332983683,-1.0152244565926,-0.322276298295003,-0.116341583725249,-0.865795295065357,-1.09105248391336,-0.0349326930178658,-0.834047471696101,0.0884475316414058,-0.439261680600165,67.7066446813265,0.501388483856727,Yes,No,No,No,25,Quiescent/low
cg10377274,0.057139076,NA,0.0039,0.13,0.98,0.87,0.86,0.87,160065,36,11,125122098,36.1,125121398,+,PATE,,NM_138294.2,GI:56676310,go_function: hydrolase activity; go_function: calcium ion binding; go_function: phospholipase A2 activity; go_process: lipid catabolism,expressed in prostate and testis,positive,chr11:125616888,-0.771713272715039,-0.33142015516453,0.0871136682295593,0.0786052109102986,-0.850155871071653,-0.815406260170318,-0.713313830627036,-0.625288550899862,-0.519893047922125,-0.439261680600165,51.1574592590332,0.599463745313567,Yes,No,No,No,25,Quiescent/low
cg10486998,-0.389335841,NA,0.0027,0.0064,0.74,0.084,0.078,0.095,2587,36,18,73090775,36.1,73090721,+,GALR1,GALNR; GALNR1;,NM_001480.2,GI:6031165,###############################################################################################################################################################################################################################################################,galanin receptor 1,positive,chr18:74961787,-0.819165224129957,-0.495833377905632,0.816358868576267,2.32034694136581,-0.84902796940028,0.61240083305461,0.413734604301315,-1.26466082119782,1.31544830797687,-0.439261680600165,52.011302947998,2.02066978744656,No,Yes,No,No,23,Bivalent promoter
cg10523019,0.514646778,0.361338501,0.0048,0.0078,0.82,0.11,0.076,0.14,84236,36,2,227408702,36.1,227409017,+,RHBDD1,MGC117258; DKFZp547E052;,NM_032276.2,GI:33300638,synonyms: MGC117258; DKFZp547E052,hypothetical protein LOC84236,positive,chr2:227700458,1.33979433278843,0.290433250933627,0.102889454672933,-0.494285578465708,0.635393454405499,1.21934003127401,0.94027799535364,2.73225801660166,-0.656076304437354,-0.1529473730612,70.4534853129018,2.67652761846105,Yes,Yes,No,No,3,Promoter
cg10865119,-0.069157921,NA,0.0086,0.026,0.93,0.12,0.14,0.1,80069,36,6,169932037,36.1,169932342,+,C6orf208,FLJ13162; MGC120218; dJ182D15.1; RP1-266L20.3;,NM_025002.1,GI:13376514,synonyms: FLJ13162; MGC120218; dJ182D15.1; RP1-266L20.3,hypothetical protein LOC80069,negative,chr6:170190112,-0.753823175964492,-0.432196244115234,-0.23583502106351,0.598515604324808,-0.292350883145262,0.438264160661837,-0.333325228617506,0.39646057078081,-0.436647129988571,-0.439261680600165,51.3341407775879,2.96647000447929,No,Yes,No,No,2,Promoter
cg10920957,-0.399903548,NA,0.00085,0.014,0.51,0.057,0.052,0.061,57338,36,16,86192974,36.1,86194000,+,JPH3,JP3; HDL2; JP-3; TNRC22; CAGL237;,NM_020655.2,GI:21704282,junctophilin type 3; trinucleotide repeat containing 22; go_component: endoplasmic reticulum; go_component: integral to membrane; go_function: molecular function unknown; go_process: biological process unknown,junctophilin 3,positive,chr16:87635473,-0.859969793233483,-0.828300551485102,0.689717255086646,1.77158772350934,-0.903628793913892,-0.861865028734688,-0.211811722605223,-0.627338983152859,0.983035363025879,-0.439261680600165,72.2714138649348,1.00109498784584,Yes,No,Yes,No,24,Repressed polycomb
cg10940099,0.093135749,NA,0.0024,0,0.94,0.024,0.026,0.023,8763,36,6,109810631,36.1,109810340,-,CD164,MGC-24; MUC-24; endolyn;,NM_006016.3,GI:34222157,###############################################################################################################################################################################################################################################################,CD164 antigen; sialomucin,negative,chr6:109703938,3.37619578275806,-0.270719782692099,-0.490785214146396,-0.747289020998907,1.53780679169748,0.560081283335951,-0.610030778137405,0.565026989999287,-0.243755780282917,-0.052290811220803,47.7886772155762,0.333490795035957,Yes,Yes,No,No,1,Active TSS
